,Unnamed: 0,사번,논문연번,Title,cor_A,inst,Author,vol_num,paper_type,Journal,Date,Affilation,val_title,0
2656,2656,219281,9,Study on LiI and KI with low melting temperature for electrolyte replenishment in molten carbonate fuel cells,Yoon S.P.,Elsevier Ltd,"Bae Jae-kwan, Kim Hyun-woo, Accardo Grazia, Kim Ghun Sik, Ham Hyungchul, Jang Seong-cheol, Cho Yongsoo, Yoon Sung-pil",25930-25938,Article,International Journal of Hydrogen Energy,4 October 2019,"Bae Jae-kwan[Yonsei University], Kim Hyun-woo[Yonsei University], Accardo Grazia[Korea Institute of Science and Technology], Kim Ghun Sik[Korea Institute of Science and Technology], Ham Hyungchul[Inha University], Jang Seong-cheol[Korea Institute of Science and Technology], Cho Yongsoo[Yonsei University], Yoon Sung-pil[Korea Institute of Science and Technology]",valid,0
2657,2657,219281,10,Effect of oxidation on the Al-foam reinforced matrix for molten carbonate fuel cells,Yoon S.P.,Elsevier Ltd,"Kim Hyun-woo, Bae Jae-kwan, Kang Min-goo, Jang Seong-cheol, Ham Hyungchul, Yoon Sung-pil, Choi Heonjin",22210-22217,Article,International Journal of Hydrogen Energy,13 August 2019,"Kim Hyun-woo[Yonsei University], Bae Jae-kwan[Yonsei University], Kang Min-goo[Korea Institute of Science and Technology], Jang Seong-cheol[Korea Institute of Science and Technology], Ham Hyungchul[Inha University], Yoon Sung-pil[Korea Institute of Science and Technology], Choi Heonjin[Yonsei University]",valid,0
2658,2658,219281,11,0,0,0,0,0,0,0,0,0,unknown--,0
2659,2659,219281,12,Improved catalytic activity under internal reforming solid oxide fuel cell over new rhodium-doped perovskite catalyst,Yoon S.P.,Elsevier B.V.,"Kim Ghun Sik, Lee Byung-yong, Accardo Grazia, Ham Hyungchul, Moon Jooho, Yoon Sung-pil",305-315,Article,Journal of Power Sources,31 May 2019,"Kim Ghun Sik[Korea Institute of Science and Technology], Lee Byung-yong[FutureChem Co.], Accardo Grazia[Korea Institute of Science and Technology], Ham Hyungchul[Inha University], Moon Jooho[Yonsei University], Yoon Sung-pil[Korea Institute of Science and Technology]",valid,0
2660,2660,219281,13,Optimized lithium-doped ceramic electrolytes and their use in fabrication of an electrolyte-supported solid oxide fuel cell,Yoon S.P.,Elsevier Ltd,"Accardo Grazia, Kim Ghun Sik, Ham Hyungchul, Yoon Sung-pil",12138-12150,Article,International Journal of Hydrogen Energy,3 May 2019,"Accardo Grazia[Korea Institute of Science and Technology], Kim Ghun Sik[Korea Institute of Science and Technology], Ham Hyungchul[Inha University], Yoon Sung-pil[Korea Institute of Science and Technology]",valid,0
2661,2661,219281,14,0,0,0,0,0,0,0,0,0,unknown--,0
2662,2662,219281,15,"Importance of Exsolution in Transition-Metal (Co, Rh, and Ir)-Doped LaCrO3 Perovskite Catalysts for Boosting Dry Reforming of CH4 Using CO2 for Hydrogen Production",Lee K.B.,American Chemical Society,"Oh Joohyeng, Kwon Byeong Wan, Cho Jinwon, Lee Chan Hyun, Kim Minkyeong, Choi Sun-hee, Yoon Sung-pil, Han Jonghee, Nam Suk Woo, Kim Jin-young, Jang Seungsoon, Lee Kibong, Ham Hyungchul",6385-6393,Article,Industrial and Engineering Chemistry Research,24 April 2019,"Oh Joohyeng[Korea University], Kwon Byeong Wan[Seoul National University of Science and Technology (SNUST)], Cho Jinwon[Korea Institute of Science and Technology], Lee Chan Hyun[Korea Institute of Science and Technology], Kim Minkyeong[Korea Institute of Science and Technology], Choi Sun-hee[Korea Institute of Science and Technology], Yoon Sung-pil[Korea Institute of Science and Technology], Han Jonghee[Korea University], Nam Suk Woo[Korea University], Kim Jin-young[Korea Institute of Science and Technology], Jang Seungsoon[Georgia Institute of Technology], Lee Kibong[Korea University], Ham Hyungchul[Inha University]",valid,0
2663,2663,219281,16,Electrocatalytic glycerol oxidation enabled by surface plasmon polariton-induced hot carriers in Kretschmann configuration,Kim D.H.,Royal Society of Chemistry,"Chung Kyungwha, Zhu Xingzhong, Zhuo Xiaolu, Jang Yujin, Choi Chi Hun, Lee June-sang, Kim Seung-hoon, Kim Minju, Kim Kiheung, Kim Donghyun, Ham Hyungchul, Baba Akira, Wang Jianfang, Kim Dongha",23234-23240,Article,Nanoscale,28 December 2019,"Chung Kyungwha[Sungkyunkwan University], Zhu Xingzhong[Nanjing University of Aeronautics and Astronautics], Zhuo Xiaolu[CIC biomaGUNE], Jang Yujin[Sungkyunkwan University], Choi Chi Hun[Ewha Womans University], Lee June-sang[Ewha Womans University], Kim Seung-hoon[Korea University], Kim Minju[Ewha Womans University], Kim Kiheung[Yonsei University], Kim Donghyun[Yonsei University], Ham Hyungchul[Inha University], Baba Akira[Niigata University], Wang Jianfang[Chinese University of Hong Kong], Kim Dongha[Ewha Womans University]",valid,0
2664,2664,219282,1,"Marine-derived natural polymer-based bioprinting ink for biocompatible, durable, and controllable 3D constructs",Cho D.-W.,Institute of Physics Publishing,"Park Tae-yoon, Yang Yun-jung, Ha Dongheon, Cho Dongwoo, Cha Hyungjoon",35001,Article,Biofabrication,2019,"Park Tae-yoon[Pohang University of Science and Technology], Yang Yun-jung[Massachusetts Institute of Technology], Ha Dongheon[Pohang University of Science and Technology], Cho Dongwoo[Pohang University of Science and Technology], Cha Hyungjoon[Pohang University of Science and Technology]",valid,0
2665,2665,219282,2,Novel In Silico Analyses of Repetitive Spider Silk Sequences to Understand the Evolution and Mechanical Properties of Fibrous Protein Materials,Cha H.J.,Wiley-VCH Verlag,"Jung Dooyup, Yang Yun-jung, Cha Hyungjoon",1900138,Article,Biotechnology Journal,1 October 2019,"Jung Dooyup[Pohang University of Science and Technology], Yang Yun-jung[Massachusetts Institute of Technology], Cha Hyungjoon[Pohang University of Science and Technology]",valid,0
2666,2666,219283,8,0,0,0,0,0,0,0,0,0,unknown--,0
2667,2667,219283,9,Analysis on New Read Disturbance Induced by Hot Carrier Injections in 3-D Channel-Stacked NAND Flash Memory,Park B.-G.,Institute of Electrical and Electronics Engineers Inc.,"Kwon Daewoong, Kim Do-bin, Lee Junil, Kim Sihyun, Lee Ryoongbin, Lee Jongho, Park Byung Gook",3326-3330,Article,IEEE Transactions on Electron Devices,Article number 8738845,"Kwon Daewoong[Inha University], Kim Do-bin[Inter-University Semiconductor Research Center], Lee Junil[Inter-University Semiconductor Research Center], Kim Sihyun[Inter-University Semiconductor Research Center], Lee Ryoongbin[Inter-University Semiconductor Research Center], Lee Jongho[Inter-University Semiconductor Research Center], Park Byung Gook[Inter-University Semiconductor Research Center]",valid,0
2668,2668,219283,20,Investigation of transient current characteristics with scaling-down poly-Si body thickness and grain size of 3D NAND flash memory,Copyright 2019 Elsevier B.V. All rights reserved.,Elsevier Ltd,"Lee Sang-ho, Kwon Daewoong, Kim Seunghyun, Baek Myung-hyun, Lee Sungbok, Kang Jinkyu, Jang Woojae, Park Byung Gook",41-45,Review,Solid-State Electronics,February 2019,"Lee Sang-ho[Samsung Electronics Co. Ltd.], Kwon Daewoong[Inha University], Kim Seunghyun[Inter-University Semiconductor Research Center], Baek Myung-hyun[Inter-University Semiconductor Research Center], Lee Sungbok[Samsung Electronics Co. Ltd.], Kang Jinkyu[Samsung Electronics Co. Ltd.], Jang Woojae[Samsung Electronics Co. Ltd.], Park Byung Gook[Inter-University Semiconductor Research Center]",valid,0
2669,2669,219283,21,Spatially resolved steady-state negative capacitance,Salahuddin S.,Nature Publishing Group,"Yadav Ajay Kumar, Nguyen Kayla X., Hong Zijian, García-Fernández Pablo, Aguado-Puente Pablo, Nelson Christopher T., Das Sujit, Prasad Bhagwati, Kwon Daewoong, Cheema Suraj S., Khan Asif Islam, Hu Chenmingcalvin, Íñiguez Jorge, Junquera Javier, Chen Longqing, Muller David A., Ramesh Rammamoorthy, Salahuddin Sayeef",468-471,Article,Nature,24 January 2019,"Yadav Ajay Kumar[Department of Electrical Engineering and Computer Sciences], Nguyen Kayla X.[Cornell University], Hong Zijian[Pennsylvania State University], García-Fernández Pablo[Universidad de Cantabria], Aguado-Puente Pablo[Queen's University Belfast], Nelson Christopher T.[Oak Ridge National Laboratory], Das Sujit[Martin-Universität Halle-Wittenberg], Prasad Bhagwati[University of California], Kwon Daewoong[Inha University], Cheema Suraj S.[University of California], Khan Asif Islam[School of Electrical and Computer Engineering], Hu Chenmingcalvin[University of California], Íñiguez Jorge[Luxembourg Institute of Science and Technology], Junquera Javier[Universidad de Cantabria], Chen Longqing[Pennsylvania State University], Muller David A.[Cornell University], Ramesh Rammamoorthy[Lawrence Berkeley National Laboratory], Salahuddin Sayeef[Department of Electrical Engineering and Computer Sciences]",valid,0
2670,2670,219283,22,0,0,0,0,0,0,0,0,0,unknown--,0
2671,2671,219283,23,0,0,0,0,0,0,0,0,0,unknown--,0
2672,2672,219283,24,Anomalously Beneficial Gate-Length Scaling Trend of Negative Capacitance Transistors,Liao Y.-H.,Institute of Electrical and Electronics Engineers Inc.,"Liao Yuhung, Kwon Daewoong, Lin Yen Kai, Tan Ava J., Hu Chenmingcalvin, Salahuddin Sayeef",1860-1863,Article,IEEE Electron Device Letters,Article number 8835063,"Liao Yuhung[Department of Electrical Engineering and Computer Sciences], Kwon Daewoong[Inha University], Lin Yen Kai[University of California], Tan Ava J.[Department of Electrical Engineering and Computer Sciences], Hu Chenmingcalvin[University of California], Salahuddin Sayeef[Department of Electrical Engineering and Computer Sciences]",valid,0
2673,2673,219285,32,0,0,0,0,0,0,0,0,0,unknown--,0
2674,2674,219285,33,Morphological and compositional progress in halide perovskite solar cells,Hagfeldt A.,Royal Society of Chemistry,"Kim Hui-seon, Hagfeldt Anders, Park Nam-gyu",1192-1200,Article,Chemical Communications,2019,"Kim Hui-seon[Inha University], Hagfeldt Anders[Ecole Polytechnique Fédérale de Lausanne], Park Nam-gyu[Sungkyunkwan University]",valid,0
2675,2675,219285,34,Photoinduced Lattice Symmetry Enhancement in Mixed Hybrid Perovskites and Its Beneficial Effect on the Recombination Behavior,Kim H.-S.,Wiley-VCH Verlag,"Kim Hui-seon, Hagfeldt Anders",1801512,Article,Advanced Optical Materials,3 May 2019,"Kim Hui-seon[Inha University], Hagfeldt Anders[Ecole Polytechnique Fédérale de Lausanne]",valid,0
2676,2676,219285,35,"Design, synthesis and characterization of 1,8-naphthalimide based fullerene derivative as electron transport material for inverted perovskite solar cells",Nogueira A.F.,Elsevier Ltd,"Sivakumar Gangala, Bertoni Alden Hermsdorff, Kim Hui-seon, Marchezi Paulo Ernesto, Bernardo Douglas Rosa, Hagfeldt Anders, Grätzel M., Zakeeruddin Shaik Mohammed, Nogueira Ana Flavia",25-30,Article,Synthetic Metals,March 2019,"Sivakumar Gangala[Indian Institute of Technology Indore], Bertoni Alden Hermsdorff[Universidade Estadual de Campinas], Kim Hui-seon[Inha University], Marchezi Paulo Ernesto[Universidade Estadual de Campinas], Bernardo Douglas Rosa[Universidade Estadual de Campinas], Hagfeldt Anders[Ecole Polytechnique Fédérale de Lausanne], Grätzel M.[Ecole Polytechnique Fédérale de Lausanne], Zakeeruddin Shaik Mohammed[Ecole Polytechnique Fédérale de Lausanne], Nogueira Ana Flavia[Universidade Estadual de Campinas]",valid,0
2677,2677,219285,36,Power output stabilizing feature in perovskite solar cells at operating condition: Selective contact-dependent charge recombination dynamics,Kim H.-S.,Elsevier Ltd,"Kim Hui-seon, Seo Ji Youn, Ak&#305;n Se&#231;k&#304;n &#304;., Simon Elfriede, Fleischer Maximilian M., Zakeeruddin Shaik Mohammed, Grӓtzel Michael, Hagfeldt Anders",126-131,Article,Nano Energy,July 2019,"Kim Hui-seon[Inha University], Seo Ji Youn[Ecole Polytechnique Fédérale de Lausanne], Ak&#305;n Se&#231;k&#304;n &#304;.[Karamanoğlu Mehmetbey Üniversitesi], Simon Elfriede[Siemens AG], Fleischer Maximilian M.[Siemens AG], Zakeeruddin Shaik Mohammed[Ecole Polytechnique Fédérale de Lausanne], Grӓtzel Michael[Ecole Polytechnique Fédérale de Lausanne], Hagfeldt Anders[Ecole Polytechnique Fédérale de Lausanne]",valid,0
2678,2678,219286,1,0,0,0,0,0,0,0,0,0,unknown--,0
2679,2679,219286,2,0,0,0,0,0,0,0,0,0,unknown--,0
2680,2680,219286,3,0,0,0,0,0,0,0,0,0,unknown--,0
2681,2681,219286,24,0,0,0,0,0,0,0,0,0,unknown--,0
2682,2682,219286,25,0,0,0,0,0,0,0,0,0,unknown--,0
2683,2683,219287,1,New approaches for cancer immunotherapy,Avci C.B.,Kluwer Academic Publishers,"Karlitepe Ayfer, Ozalp Ozgun, Biray Avc? ????r",4075-4078,Article,Tumor BiologyOpen Access,11 June 2015,"Karlitepe Ayfer[Ege University Medical School], Ozalp Ozgun[Dokuz Eylül Üniversitesi], Biray Avc? ????r[Ege Üniversitesi]",valid,0
2684,2684,219287,2,Mechanisms Controlling PD-L1 Expression in Cancer,Hung M.-C.,Cell Press,"Cha Jong-ho, Chan Li Chuan, Li Chiawei, Hsu Jennifer L., Hung Mienchie",359-370,Review,Molecular Cell,7 November 2019,"Cha Jong-ho[University of Texas MD Anderson Cancer Center], Chan Li Chuan[University of Texas Graduate School of Biomedical Sciences at Houston], Li Chiawei[Academia Sinica], Hsu Jennifer L.[Asia University Taiwan], Hung Mienchie[Asia University Taiwan]",valid,0
2685,2685,219287,3,IL-6/JAK1 pathway drives PD-L1 Y112 phosphorylation to promote cancer immune evasion,Hung M.-C.,American Society for Clinical Investigation,"Chan Li Chuan, Li Chiawei, Xia Weiya, Hsu Jungmao, Lee Henghuan, Cha Jong-ho, Wang Hungling, Yang Wenhao, Yen Er Yen, Chang Weichao, Zha Zhengyu, Lim Seung Oe, Lai Yunju, Liu Chunxiao, Liu Jielin, Dong Qiongzhu, Yang Yi, Sun Linlin, Wei Yongkun, Nie Lei, Hsu Jennifer L., Li Hui, Ye Qinghai, Hassan Manal M., Amin Hesham M., Kaseb Ahmed Omar, Lin Xin, Wang Shaochun, Hung Mienchie",3324-3338,Article,Journal of Clinical Investigation,1 August 2019,"Chan Li Chuan[University of Texas Graduate School of Biomedical Sciences at Houston], Li Chiawei[Academia Sinica], Xia Weiya[University of Texas MD Anderson Cancer Center], Hsu Jungmao[University of Texas MD Anderson Cancer Center], Lee Henghuan[University of Texas MD Anderson Cancer Center], Cha Jong-ho[University of Texas MD Anderson Cancer Center], Wang Hungling[China Medical University Taichung], Yang Wenhao[China Medical University Taichung], Yen Er Yen[University of Texas MD Anderson Cancer Center], Chang Weichao[China Medical University Hospital Taichung], Zha Zhengyu[University of Texas MD Anderson Cancer Center], Lim Seung Oe[Purdue Center for Cancer Research], Lai Yunju[University of Texas Health Science Center at Houston], Liu Chunxiao[University of Texas MD Anderson Cancer Center], Liu Jielin[University of Texas MD Anderson Cancer Center], Dong Qiongzhu[Fudan University], Yang Yi[University of Texas MD Anderson Cancer Center], Sun Linlin[Tianjin Medical University], Wei Yongkun[University of Texas MD Anderson Cancer Center], Nie Lei[University of Texas MD Anderson Cancer Center], Hsu Jennifer L.[Asia University Taiwan], Li Hui[Hunan University], Ye Qinghai[Fudan University], Hassan Manal M.[University of Texas MD Anderson Cancer Center], Amin Hesham M.[University of Texas MD Anderson Cancer Center], Kaseb Ahmed Omar[University of Texas MD Anderson Cancer Center], Lin Xin[Tsinghua University], Wang Shaochun[Asia University Taiwan], Hung Mienchie[Asia University Taiwan]",valid,0
2686,2686,220123,1,Two-step multiscale homogenization for mechanical behaviour of polymeric nanocomposites with nanoparticulate agglomerations,Cho M.,Elsevier Ltd,"Baek Kyungmin, Shin Hyunseong, Yoo Taewoo, Cho Maenghyo",97-105,Article,Composites Science and Technology,28 July 2019,"Baek Kyungmin[Seoul National University], Shin Hyunseong[Inha University], Yoo Taewoo[Seoul National University], Cho Maenghyo[Institute of Advanced Machines and Design]",valid,0
2687,2687,220123,2,An efficient multiscale homogenization modeling approach to describe hyperelastic behavior of polymer nanocomposites,Cho M.,Elsevier Ltd,"Shin Hyunseong, Choi Joonmyung, Cho Maenghyo",128-134,Article,Composites Science and Technology,3 May 2019,"Shin Hyunseong[Inha University], Choi Joonmyung[Hanyang University], Cho Maenghyo[Institute of Advanced Machines and Design]",valid,0
2688,2688,220123,3,Molecular dynamics simulation and finite element analysis on mechanical behavior of oxygen functionalized graphene/polymer nanocomposites,Yang S.,Korean Society of Mechanical Engineers,"Yang Seunghwa, Shin Hyunseong, Cho Maenghyo",307-314,Article,Journal of Mechanical Science and Technology,1 January 2019,"Yang Seunghwa[Chung-Ang University], Shin Hyunseong[Inha University], Cho Maenghyo[Institute of Advanced Machines and Design]",valid,0
